ChanQual,Exp_collection,Expi,WebCam,comments,ephysFN,expControlFN,pref_chan,pref_unit,stim_size,stimuli
,,,,"Start: 1:35 pm, [0 0] 1 –4:1:4
Ch. 3, two SU (1/5 and 1/5), one hash (4/5), mapping second SU
No RF, switching to Ch 7.
RF = [-0.3 -2.1]",Alfa64chan-22112019-005,191122_ALfa_rfMapper_basic(2),,,,
,Manifold,6.0,,"Ch. 7 [-0.3 -2.1] 3 1, one hash (4/5)
Start: 2:43 pm, 75 ms reward
Visually responsive
53 blocks, evolution increased, but never shot up, and plummeted around block 45
Completed
entered into Matlab",Alfa64chan-22112019-006,191122_Alfa_generate_parallel(1),7.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191122b\backup_11_22_2019_14_42_49
,Manifold,6.0,,"Ch. 7 [-0.3 -2.1] 3 1 –1.5:0.5:1.5, one hash (4/5)
Start: 3:23 pm, 125 ms reward
4 blocks
completed",Alfa64chan-22112019-007,191122_ALfa_rfMapper_basic(3),7.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-11-22-Alfa-chan7
,Manifold,6.0,,"Ch. 7 [-0.3 -2.1] 3 1, one hash (4/5)
Start: 3:31 pm
He's slowing down, blasting him with water to get him to finish another block
3 blocks
completed",Alfa64chan-22112019-008,191122_Alfa_selectivity_basic(1),7.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191122b\backup_11_22_2019_14_42_49\PC_imgs
,,,,"1 degree, [0 0] -4:1:4
Ch. 2, one hash (4/5), visually responsive
RF = [-1.9 -2.7]",Alfa64chan-25112019-001,191125_ALfa_rfMapper_basic,,,,
,,,,"Ch. 2 [-1.9 -2.7] 3 1, one hash (4/5)
Visually responsive by ear and PSTH
Start: 11:48 am, 35 ms reward
Evolution climbing from beginning, then dropped at block 5
Still hasn't picked back up, so if it doesn't by block 30, will try evolving again at 4 degrees
Stopped at 30 blocks, evolution unsuccessful
Complete
entered into Matlab",Alfa64chan-25112019-002,191125_Alfa_generate_parallel,,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191125a\backup_11_25_2019_11_48_11
,,,,"Ch. 2 [-1.9 -2.7] 4 1, one hash (4/5)
Visually responsive by ear and PSTH
Start: 12:05 pm, 35 ms reward
Stopped at 43 blocks, evolution never took off
Complete
entered into Matlab",Alfa64chan-25112019-003,191125_Alfa_generate_parallel(1),,,4.0,N:\Stimuli\2019-06-Evolutions\alfa-191125b\backup_11_25_2019_12_05_25
,,,,"1 degree, [0 0] -4:1:4
Ch. 51, one hash (5/5), visually responsive
RF = [-1.5 -1.9]",Alfa64chan-25112019-004,191125_ALfa_rfMapper_basic(1),,,,
,Manifold,7.0,,"Ch. 51 [-1.5 -1.9] 3 1, one hash (5/5)
Start: 12:44 pm, 50 ms reward
Strong visual response by both ear and PSTH
Never shot up, but did increase firing rate over natural images by a little bit
45 blocks
Completed
entered into Matlab",Alfa64chan-25112019-005,191125_Alfa_generate_parallel(2),51.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191125c\backup_11_25_2019_12_43_48
,Manifold,7.0,,"Ch. 51 [-1.5 -1.9] 3 1 –1.5:0.5:1.5, one hash (5/5)
9 blocks
completed",Alfa64chan-25112019-006,191125_ALfa_rfMapper_basic(2),51.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-11-25-Alfa-chan51
,Manifold,7.0,,"Ch. 51 [-1.5 -1.9] 3 1, one hash (5/5)
Start: 1:29 pm, 75 ms reward
Not fixating, bumped up reward to 100 ms
Still not fixating, replaced with grape juice, and he's doing fine now
Five blocks
completed",Alfa64chan-25112019-007,191125_Alfa_selectivity_basic,51.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191125a\backup_11_25_2019_12_43_48\PC_imgs
,,,,"1 degree, [0 0] -4:1:4
Ch. 7, two SUs (1.5/5 and 2/5), one hash (4/5)
First SU, visually responsive
RF = [0.2 -1]",Alfa64chan-26112019-001,191126_ALfa_rfMapper_basic,,,,
,Manifold,8.0,,"Ch. 7 [0.2 -1] 3 1, two SUs (1.5/5 and 2/5), one hash (4/5)
Evolving from first SU (1.5/5)
Visually responsive
Start: 12:26 pm, 35 ms reward
Evolution climbing
61 blocks
Completed
entered into Matlab",Alfa64chan-26112019-002,191126_Alfa_generate_parallel,7.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191126a\backup_11_26_2019_12_25_34
,Manifold,8.0,,"Ch. 7 [0.2 -1] 3 1 –1.5:0.5:1.5, two SUs (1.5/5 and 2/5), one hash (4/5)
Start: 1:01 pm, 35 ms reward
7 blocks
completed",Alfa64chan-26112019-003,191126_ALfa_rfMapper_basic(1),7.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-11-26-Alfa-chan7_SUa
,Manifold,8.0,,"Ch. 7 [0.2 -1] 3 1, two SUs (1.5/5 and 2/5), one hash (4/5)
Start: 1:09 pm, 35 ms reward
completed",Alfa64chan-26112019-004,191126_Alfa_selectivity_basic,7.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191126a\backup_11_26_2019_12_25_34\PC_imgs
,,,,"1 degree, [0 0] -4:1:4
Ch. 7, two SUs (1.5/5 and 2/5), one hash (4/5)
Second SU, visually responsive
RF = [0 –1.4]",Alfa64chan-26112019-005,191126_ALfa_rfMapper_basic(2),,,,
,Manifold,9.0,,"Ch. 7 [0.2 -1] 3 1, three SUs (1.5/5, 2/5, and 2.5/5), one hash (5/5)-- hash and third SU were parsed out, but are maybe more of a multiunit than a true SU + hash
Visually responsive, evolving from second SU
Start: 1:35 pm, 50 ms reward
Recalibrated eye signals several times due to drift
Still climbing at block 59
63 blocks completed
Completed
entered into Matlab",Alfa64chan-26112019-006,191126_Alfa_generate_parallel(1),7.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191126b\backup_11_26_2019_13_33_28
,Manifold,9.0,,"Ch. 7 [0.2 -1] 3 1 –1.5:0.5:1.5, three SUs (1.5/5, 2/5, and 2.5/5), one hash (5/5)
Second SU
Start: 2:21 pm, 75 ms reward
Five blocks
completed",Alfa64chan-26112019-007,191126_ALfa_rfMapper_basic(3),7.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-11-26-Alfa-chan7_SUb
,Manifold,9.0,,"Ch. 7 [0.2 -1] 3 1, three SUs (1.5/5, 2/5, and 2.5/5), one hash (5/5)
Second SU
Start: 2:28 pm, 75 ms reward
5 blocks
completed",Alfa64chan-26112019-008,191126_Alfa_selectivity_basic(1),7.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191126b\backup_11_26_2019_13_33_28\PC_imgs
,Manifold,10.0,,"Ch. 36 [-0.2 -0.5] 3 1, one SU (1/5, weird shape, not visually responsive), one huge multiunit (3/5, visually responsive)
Start: 12:34 pm, 175 ms plus 25 acq
Gorgeous PSTH, evolution climbing
20 blocks, plateaued
Completed
entered into Matlab",Alfa64chan-27112019-009,191127_Alfa_generate_parallel(3),36.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191127d\backup_11_27_2019_12_34_04
,Manifold,10.0,,"Ch. 36 [-0.2 -0.5] 3 1, one SU (1/5, weird shape, not visually responsive), one huge multiunit (3/5, visually responsive)
manifold",Alfa64chan-27112019-010,191127_Alfa_selectivity_basic(1),36.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191127a\backup_11_27_2019_12_34_04\PC_imgs
,Manifold,11.0,,"Ch. 35 [0 0] 3 1, one SU (1/5), one hash (4/5)
Start: 3:23 pm, 75 ms reward
Visually responsive, evolution climbing from very beginning
60 blocks
Completed
entered into Matlab",Alfa64chan-02122019-003,191202_Alfa_generate_parallel,35.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191202a\backup_12_02_2019_15_23_15
,Manifold,11.0,,"Ch. 35 [0 0] 3 1 –1.5:0.5:1.5, one SU (1/5), one hash (4/5)
Start: 4:02 pm
Six blocks
completed",Alfa64chan-02122019-004,191202_ALfa_rfMapper_basic(1),35.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-02-Alfa-chan35_SU
,Manifold,11.0,,"Ch. 35 [0 0] 3 1, one SU (1/5), one hash (4/5)
Start: 4:11 pm, 75 ms reward
Five blocks
completed",Alfa64chan-02122019-005,191202_Alfa_selectivity_basic,35.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191202a\backup_12_02_2019_15_23_15\PC_imgs
,Manifold,12.0,,"Ch. 61 [-0.2 -1.6] 3 1, one SU (1/5), one MU (3/5)
Start: 4:55 pm, 100 ms reward
Strong visual response, evolution climbing from beginning
30 blocks, plataued quickly
Completed
entered into Matlab",Alfa64chan-02122019-008,191202_Alfa_generate_parallel(1),61.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191202b\backup_12_02_2019_16_55_27
,Manifold,12.0,,"Ch. 61 [-0.2 -1.6] 3 1 –1.5:0.5:1.5, one SU (1/5), one MU (3/5)
completed",Alfa64chan-02122019-009,191202_ALfa_rfMapper_basic(4),61.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-02-Alfa-chan61_SU
,Manifold,12.0,,"Ch. 61 [-0.2 -1.6] 3 1, one SU (1/5), one MU (3/5)
Five blocks
completed",Alfa64chan-02122019-010,191202_Alfa_selectivity_basic(1),61.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191202b\backup_12_02_2019_16_55_27\PC_imgs
,Manifold,13.0,,"Ch. 33 [0.4 -0.5] 3 1, one SU (2/5), one hash (4/5)
Visually responsive
Start: 1:27 pm, 35 ms reward
41 blocks, successful
Completed
entered into Matlab",Alfa64chan-04122019-003,191204_Alfa_generate_parallel,33.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191204a\backup_12_04_2019_13_27_15
,Manifold,13.0,,"Ch. 33 [0.4 -0.5] 3 1 –1.5:0.5:1.5, one SU (2/5), one hash (4/5)
Start: 1:52 pm, 35 ms reward
Five blocks
completed",Alfa64chan-04122019-004,191204_ALfa_rfMapper_basic(2),33.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-04-Alfa-chan33_SU
,Manifold,13.0,,"Ch. 33 [0.4 -0.5] 3 1, one SU (2/5), one hash (4/5)
Manifold
Start: 1:58 pm, 35 ms reward
Recalibrated eye signals at Trial 270 at 2:15 pm, due to eye signal drift
Five blocks
completed",Alfa64chan-04122019-005,191204_Alfa_selectivity_basic,33.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191204a\backup_12_04_2019_13_27_15\PC_imgs
,Manifold,14.0,,"Ch. 43 [-0.3 -0.5] 3 1, one hash (5/5)
Take two, electric boogaloo
Very visually responsive by both ear and PSTH, evolution climbing
Start: 2:53 pm
34 blocks
Completed
entered into Matlab",Alfa64chan-04122019-008,191204_Alfa_generate_parallel(2),43.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191204b\backup_12_04_2019_14_52_44
,Manifold,14.0,,"Ch. 43 [-0.3 -0.5] 3 1 –1.5:0.5:1.5, one hash (5/5)
Five blocks
completed",Alfa64chan-04122019-009,191204_ALfa_rfMapper_basic(4),43.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-04-Alfa-chan43
,Manifold,14.0,,"Ch. 43 [-0.3 -0.5] 3 1, one hash (5/5)
Manifold
Start: 3:29 pm, 100 ms reward
Five blocks
completed",Alfa64chan-04122019-010,191204_Alfa_selectivity_basic(1),43.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191204b\backup_12_04_2019_14_52_44\PC_imgs
,Manifold,15.0,,"Ch. 59 [-0.1 -2.6] 3 1, one SU (2/5), one MU (3/5)
Very visually responsive
Start: 12:04 pm, 35 ms reward
35 blocks, plateaued quickly
Completed
entered into Matlab",Alfa64chan-05122019-002,191205_Alfa_generate_parallel,59.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191205a\backup_12_05_2019_12_03_21
,Manifold,15.0,,"Ch. 59 [-0.1 -2.6] 3 1 –1.5:0.5:1.5, one SU (2/5), one MU (3/5)
Five blocks
completed",Alfa64chan-05122019-003,191205_ALfa_rfMapper_basic(1),59.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-05-Alfa-chan59
,Manifold,15.0,,"Ch. 59 [-0.1 -2.6] 3 1, one SU (2/5), one MU (3/5)
Manifold
Set reward at 50, he's had 100cc so far, working one hour
completed",Alfa64chan-05122019-004,191205_Alfa_selectivity_basic,59.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191205a\backup_12_05_2019_12_03_21\PC_imgs
,Manifold,16.0,,"Ch. 20 [0.6 -1.7] 3 1, one SU (1/5), one hash (5/5)
Start: 1:55 pm, 35 ms reward
Visually responsive, evolution climbing
63 blocks
Completed
entered into Matlab",Alfa64chan-06122019-002,191206_Alfa_generate_parallel,20.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191206a\backup_12_06_2019_13_54_26
,Manifold,16.0,,"Ch. 20 [0.6 -1.7] 3 1 –1.5:0.5:1.5, one SU (1/5), one hash (5/5)
Start: 2:32 pm, 35 ms reward
Six blocks
completed",Alfa64chan-06122019-003,191206_ALfa_rfMapper_basic(1),20.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-06-Alfa-chan20_SU
,Manifold,16.0,,"Ch. 20 [0.6 -1.7] 3 1, one SU (1/5), one hash (5/5)
Manifold
REALIZED AFTERWARD THAT I FORGOT TO CHANGE THE PREFCHAN FROM YESTERDAY'S MANIFOLD
PREFCHAN INCORRECT
Five blocks
completed",Alfa64chan-06122019-004,191206_Alfa_selectivity_basic,20.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191206a\backup_12_06_2019_13_54_26\PC_imgs
,Manifold,17.0,,"Ch. 49 [-0.8 -2.5] 3 1, one SU (1/5), one hash (5/5)
Visually responsive
Start: 3:11 pm, 75 ms reward
40 blocks
Completed
entered into Matlab",Alfa64chan-06122019-006,191206_Alfa_generate_parallel(1),49.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191206b\backup_12_06_2019_15_10_42
,Manifold,17.0,,"Ch. 49 [-0.8 -2.5] 3 1 –1.5:0.5:1.5, one SU (1/5), one hash (5/5)
Start: 3:45 pm, 100 ms reward
Five blocks
completed",Alfa64chan-06122019-007,191206_ALfa_rfMapper_basic(3),49.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-06-Alfa-chan49_SU
,Manifold,17.0,,"Ch. 49 [-0.8 -2.5] 3 1, one SU (1/5), one hash (5/5)
Start: 3:53 pm, 100 ms reward
Manifold
5 blocks
completed",Alfa64chan-06122019-008,191206_Alfa_selectivity_basic(1),49.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191206b\backup_12_06_2019_15_10_42\PC_imgs
,Manifold,18.0,,"Ch. 19 [-0.9 -2.8] 3 1, one SU (2/5), one MU (4/5)
Visually responsive by ear and  PSTH
Start: 1:27 pm, 35 ms reward
40 blocks, successful
Completed
entered into Matlab",Alfa64chan-09122019-002,191209_Alfa_generate_parallel,19.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191209a\backup_12_09_2019_13_26_55
,Manifold,18.0,,"Ch. 19 [-0.9 -2.8] 3 1 –1.5:0.5:1.5, one SU (2/5), one MU (4/5)
Start: 1:56 pm, 5 blocks
Missing end trigger—ML didn't properly close before recording was stopped
completed",Alfa64chan-09122019-003,191209_ALfa_rfMapper_basic(1),19.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-09-Alfa-chan19_SU
,Manifold,18.0,,"Ch. 19 [-0.9 -2.8] 3 1, one SU (2/5), one MU (4/5)
Start: 2:04 pm, 50 ms reward
Five blocks
completed",Alfa64chan-09122019-004,191209_Alfa_selectivity_basic,19.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191209a-selectivity
,Manifold,19.0,,"Ch. 12 [-0.6 -1] 3 1, one SU (2/5), one hash (5/5)
Start: 1:08 pm, 35 ms reward
Strong visual response
Evolution dropped after block 64, will do manifold experiment only on generations before the drop in firing rate
100 blocks, truncate after block 64
Completed
entered into Matlab",Alfa64chan-10122019-002,191210_Alfa_generate_parallel,12.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191210a\full_evolution\backup_12_10_2019_13_07_57
,Manifold,19.0,,"Ch. 12 [-0.6 -1] 3 1 –1.5:0.5:1.5, one SU (2/5), one hash (5/5)
Start: 2:24 pm, 70 ms reward
Five blocks
completed",Alfa64chan-10122019-003,191210_ALfa_rfMapper_basic(1),12.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-10-Alfa-chan12_SU
,Manifold,19.0,,"Ch. 12 [-0.6 -1] 3 1, one SU (2/5), one hash (5/5)
Start: 2:30 pm, 70 ms reward
Five blocks
completed",Alfa64chan-10122019-004,191210_Alfa_selectivity_basic,12.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191210a-selectivity
,Manifold,20.0,,"Ch. 41 [0 –0.7] 3 1, one SU (1/5), one hash (4/5)
Very strong visual response, evolution climbing immediately
Start: 1:06 pm, 35 ms reward
35 blocks
Completed
entered into Matlab",Alfa64chan-11122019-002,191211_Alfa_generate_parallel,41.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191211a\backup_12_11_2019_13_05_38
,Manifold,20.0,,"Ch. 41 [0 –0.7] 3 1 –1.5:0.5:1.5, one SU (1/5), one hash (4/5)
Five blocks
completed",Alfa64chan-11122019-003,191211_ALfa_rfMapper_basic(1),41.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-11-Alfa-chan41_SU
,Manifold,20.0,,"Ch. 41 [0 –0.7] 3 1, one SU (1/5), one hash (4/5)
Start: 1:33 pm, 35 ms reward
Five blocks
completed",Alfa64chan-11122019-004,191211_Alfa_selectivity_basic,41.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191211a-selectivity
,Manifold,21.0,,"Ch. 63 [-0.9 -1.9] 3 1, one SU (1/5), one hash (4/5)
Visually responsive
Start: 2:51 pm, 35 ms reward
40 blocks
Completed
entered into Matlab",Alfa64chan-12122019-002,191212_Alfa_generate_parallel,63.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191212a\backup_12_12_2019_14_50_34
,Manifold,21.0,,"Ch. 63 [-0.9 -1.9] 3 1 –1.5:0.5:1.5, one SU (1/5), one hash (4/5)
Start: 3:15 pm, 35 ms reward
5 blocks
completed",Alfa64chan-12122019-003,191212_ALfa_rfMapper_basic(1),63.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-12-Alfa-chan63_SU
,Manifold,21.0,,"Ch. 63 [-0.9 -1.9] 3 1, one SU (1/5), one hash (4/5)
Start: 3:20 pm, 35 ms reward
5 blocks
completed",Alfa64chan-12122019-004,191212_Alfa_selectivity_basic,63.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191212a-selectivity
,Manifold,22.0,,"Ch. 38 [-0.2 -0.9] 3 1, one SU (1.5/5), one hash (5/5)
Start: 4:06 pm, 50 ms reward
Visually responsive
48 blocks
Completed
entered into Matlab",Alfa64chan-12122019-006,191212_Alfa_generate_parallel(1),38.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191212b\backup_12_12_2019_16_06_06
,Manifold,22.0,,"Ch. 38 [-0.2 -0.9] 3 1 –1.5:0.5:1.5, one SU (1.5/5), one hash (5/5)
Start: 4:38 pm, 75 ms reward
Five blocks
completed",Alfa64chan-12122019-007,191212_ALfa_rfMapper_basic(3),38.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-12-Alfa-chan38_SU
,Manifold,22.0,,"Ch. 38 [-0.2 -0.9] 3 1, one SU (1.5/5), one hash (5/5)
Start: 4:45 pm, 75 ms reward
5 blocks
completed",Alfa64chan-12122019-008,191212_Alfa_selectivity_basic(1),38.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191212b\backup_12_12_2019_16_06_06\PC_imgs
,Manifold,23.0,,"Ch. 39 [0.2 -0.2] 3 1, one hash (4/5)
Strong visual response
Start: 1:11 pm, 35 ms reward
Evolution climbed quickly and plateaued early
35 blocks
Completed
entered into Matlab",Alfa64chan-13122019-002,191213_Alfa_generate_parallel,39.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191213a\backup_12_13_2019_13_10_41
,Manifold,23.0,,"Ch. 39 [0.2 -0.2] 3 1 –1.5:0.5:1.5, one hash (4/5)
Start: 1:31 pm, 35 ms reward
Five blocks
completed",Alfa64chan-13122019-003,191213_ALfa_rfMapper_basic(1),39.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-13-Alfa-chan39
,Manifold,23.0,,"Ch. 39 [0.2 -0.2] 3 1, one hash (4/5)
Start: 1:37 pm, 50 ms reward
Five blocks
completed",Alfa64chan-13122019-004,191213_Alfa_selectivity_basic,39.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191213a\backup_12_13_2019_13_10_41\PC_imgs
,Manifold,24.0,,"Ch. 44 [-0.3 -0.8] 3 1, one hash (4/5)
Visually responsive
Start: 2:03 pm, 75 ms reward
45 blocks
Completed
entered into Matlab",Alfa64chan-13122019-006,191213_Alfa_generate_parallel(1),44.0,,3.0,N:\Stimuli\2019-06-Evolutions\alfa-191213b\backup_12_13_2019_14_02_19
,Manifold,24.0,,"Ch. 44 [-0.3 -0.8] 3 1 –1.5:0.5:1.5, one hash (4/5)
Start: 2:35 pm, 100 ms reward
Five blocks
completed",Alfa64chan-13122019-007,191213_ALfa_rfMapper_basic(3),44.0,,3.0,N:\Stimuli\2019-06-RF-mapping\2019-12-13-Alfa-chan44
,Manifold,24.0,,"Ch. 44 [-0.3 -0.8] 3 1, one hash (4/5)
Start: 2:41 pm, 100 ms reward
Five blocks
completed",Alfa64chan-13122019-008,191213_Alfa_selectivity_basic(1),44.0,,3.0,N:\Stimuli\2019-Manifold\alfa-191213b\backup_12_13_2019_14_02_19\PC_imgs
,Optim_tuning,,,"001 RF Mapping
[0 0 ] 0.75 deg -1.5:1.5
Ch 8 seems a good one
4 mins 5 blocks",Alfa64chan-10032020-001,200310_Alfa_rfMapper_basic,,,,N:\Stimuli\2019-06-RF-mapping\2020-03-10-Alfa
