ChanQual,Exp_collection,Expi,WebCam,comments,ephysFN,expControlFN,pref_chan,pref_unit,stim_size,stimuli
,Manifold,6.0,,"Derived from PCs of Ch 13 evolution 191010(CRP). Fewer Reps 363 images {11*11 in PC2,PC3; PC49 PC50; RND12 space respectively,
003 147 PM
selectivity manifold
201 PM, 100 cc, first shake
been shaking periodically but performance 67%
finished at 228 PM
Norm 386
completed",Beto64chan-10102019-003,191010_Beto_selectivity_basic,13.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191010a\backup_10_10_2019_13_10_15\PC_imgs
,Manifold,6.0,,"CMA Evolution of Ch 13 191010(CRP). generate PCs for later PC space tuning
002, 111 PM
the hash is very responsive
13 (-0.5,0) 3 1
MU 5/5
002 (2)
137 PM, block 48, good evolution, has been at 71%
ended at 146 PM
Nice evo
completed",Beto64chan-10102019-002,191010_Beto_generate_parallel(1),13.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191010a\backup_10_10_2019_13_10_15
,Manifold,7.0,,"Derived from PCs of Ch 28 evolution 191011(CRP). Fewer Reps 363 images {11*11 in PC2,PC3; PC49 PC50; RND12 space respectively,
002 manifold selectivity
started at 145 PM
repetition 3, at 155 PM, bumping
lost IP address - experiment was frozen for a bit of time. Should still be ok, though
Norm 300 ! Not very large",Beto64chan-11102019-002,191011_Beto_selectivity_basic,28.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191011a\backup_10_11_2019_13_17_02\PC_imgs
,Manifold,7.0,,"CMA Evolution of Ch 28 191011(CRP). generate PCs for later PC space tuning
001
117 pm
CH 28, (-0.5,0) 3 1 mu 3/5
nicely responsive, kind of brisk
shaking already, 122 PM
143 ended
Completed
entered into matlab",Beto64chan-11102019-001,191011_Beto_generate_parallel,28.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191011a\backup_10_11_2019_13_17_02
,Manifold,8.0,,"Derived from PCs of Ch 15 evolution 191015(CRP BXW). 363 images {11*11 in PC2,PC3; PC49 PC50; RND12 space respectively,
005 starts 14:59
Ch 15 (-0.5, 0) 3 1
Shakes a bit at first
Shakes strongly at around 15:16 
But give up soon.....
Add quisition reward 25
Ends with 6 reps + 
Goodenough
Completed",Beto64chan-15102019-005,191015_Beto_selectivity_basic,15.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191015a\backup_10_15_2019_14_25_42\PC_imgs
,Manifold,8.0,,"CMA Evolution of Ch 15 191015(CRP BXW). generate PCs for later PC space tuning
003 starts at 14:26
ch 15 (-0.5,0) 3 1
quite responsive, consistent with previous manifold data
Starts to slowly grow up at ~ block 5
Match nature images at around block 10 (7min) 
PSTH of evolved and natural images match quite well!
Works quite well today! Very quiet
Double the rate at around  25-30 block
Natual image firing rate seems  to go down
40 generations 
Completed",Beto64chan-15102019-003,191015_Beto_generate_parallel(2),15.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191015a\backup_10_15_2019_14_25_42
,Manifold,9.0,,"Derived from PCs of Ch 17 evolution 191016(CRP). 363 images {11*11 in PC2,PC3; PC49 PC50; RND12 space respectively,
002 
selectivity. Started at 319 PM
Norm 421
by block 4, 332 PM, he's had almost 200 cc.
300 cc, ended at 351 PM
completed",Beto64chan-16102019-002,191016_Beto_selectivity_basic,17.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191016a\backup_10_16_2019_14_20_03\PC_imgs
,Manifold,9.0,,"CMA Evolution of Ch 17 191016(CRP). generate PCs for later PC space tuning
001
220 PM
17 (-0.5,0) 3 1
4/5 hash
Pretty visually responsive
climbing very slowly, block 35
at block 80, a windows update thing appeared. 
Completed",Beto64chan-16102019-001,191016_Beto_generate_parallel,17.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191016a\backup_10_16_2019_14_20_03
,Manifold,10.0,,"Derived from PCs of Ch 63 evolution 191017(CRP). 363 images {11*11 in PC2,PC3; PC49 PC50; RND12 space respectively,
Started manifold testing at 401 PM
by 413 PM, we have 2 blocks completed. Around 120 cc consumed. At block 4, I will bump him up
completed
NO REFERENCE IMAGES",Beto64chan-17102019-007,191017_Beto_selectivity_basic,63.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191017a\backup_10_17_2019_15_39_04\PC_imgs
,Manifold,10.0,,"CMA Evolution of Ch 63 191017(CRP). generate PCs for later PC space tuning
006 evolution 
63 (-1,-3) 3 1
SU 2/5
very  visually responsive, evolving
353, bumping bumping
super stimulus at block 31, about 100 cc consumed. Maybe a few more generations to confirm we have plateaued 
completed",Beto64chan-17102019-006,191017_Beto_generate_parallel(3),63.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191017a\backup_10_17_2019_15_39_04
,Manifold,11.0,,"Following Evolution of Ch 26  191030(CRP) Explore in the PC2-3 space only and add the pasupathy images to it. white background 4 rotations.
003 at 1124 PM
selectivity - manifold and pasupathies
26 (0,0) 4
PC2-3
15 minutes in, has had around 200 cc so far
70%, but I have him at 170 ms rew + acq rate
Completed",Beto64chan-30102019-003,191030_Beto_selectivity_basic,26.0,,4.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191030a-selectivity
,Manifold,11.0,,"CMA Evolution of Ch 26 191030(CRP). generate PCs for later PC space tuning
001 at 1017 AM
26 (0,0) 4 1 SU 1/5
sparse but visually responsive
Performing at 61%, 10 minutes in, 14 generations
1034 AM, 67% performance
looks like a pair of eyes",Beto64chan-30102019-001,191030_Beto_generate_parallel,26.0,,4.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191030a\backup_10_30_2019_10_15_31
,Manifold,12.0,,"Derived from PCs of Ch 20 evolution 191031(CRP). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
004 selectivity
20 (-3, 0) 4 1, SU 1/5
completed
REFERENCES INCLUDED",Beto64chan-31102019-004,191031_Beto_selectivity_basic,20.0,,4.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191031a-selectivity
,Manifold,12.0,,"CMA Evolution of Ch 20 191031(CRP). generate PCs for later PC space tuning
002 at 1:30 PM
evolution
20 (-3, 0) 4 1, SU 1/5
evolved pair of black eyes at the edge of the picture. Not a lot of invariance. Probably could come back to 3-deg.
will do up to block 51
Completed",Beto64chan-31102019-002,191031_Beto_generate_parallel,20.0,,4.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191031a\backup_10_31_2019_13_24_49
,Manifold,13.0,,"Derived from PCs of Ch 40 evolution 191105(CRP). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
004 at 1150 AM
40 (-0.3,0) 2 1
selectivity using PC2 manifolds for evolution 191105_Beto_generate_parallel(1)
7 reps after 31 minutes. Interesting results
completed",Beto64chan-05112019-004,191105_Beto_selectivity_basic,40.0,,2.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191105a-selectivity
,Manifold,13.0,,"CMA Evolution of Ch 40 evolution 191105(CRP). generate PCs for later PC space tuning
003 at 1123 AM
evolution
40 (-0.3,0) 2 1,  Hash 4/5
67%, 17 minutes in, block 26. Has been fairly flat for a bit, but just trying to get to 30
made it to 29, then he fell asleep. But rates really plateaued, so fine
completed, entered into Matlab",Beto64chan-05112019-003,191105_Beto_generate_parallel(1),40.0,,2.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191105a\backup_11_05_2019_11_23_09
,Manifold,14.0,,"Derived from PCs of Ch 42 evolution 191106(CRP). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
005 at 150 PM
selectivity for manifold, using
Ch 42 (-0.3, -1.0) 2 1,  MU 5/5
PC2 images
at 81%
4 blocks completed so far, 14 minutes in. We can probably stop at 5 blocks completed and start another evo, although he seems to be starting to complain
completed at 5 reps
completed",Beto64chan-06112019-005,191106_Beto_selectivity_basic,42.0,,2.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191106a-selectivity
,Manifold,14.0,,"CMA Evolution of Ch 42 evolution 191106(CRP). generate PCs for later PC space tuning
003 at 113 PM
evolution
42 (-0.3, -1.0) 2 1, MU 5/5
weakly visually responsive
Climbing slowly but surely
completed at gen 45
entered into Matlab",Beto64chan-06112019-003,191106_Beto_generate_parallel,42.0,,2.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191106a\backup_11_06_2019_13_12_32
,Manifold,15.0,,"Derived from PCs of Ch 35 evolution 191106(CRP). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
008 at 242 PM
manifold
35 (0,-0.5) 2 1, MU 5/5
191106_Beto_generate_parallel
let's see if we can get at least 2 reps, but may have to continue tomorrow. Maybe it'll show the same results
REALLY GETS HIS WIND BACK WITH 200 ms rew plus acq reward
completed",Beto64chan-06112019-008,191106_Beto_selectivity_basic(1),35.0,,2.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191106b-selectivity
,Manifold,15.0,,"CMA Evolution of Ch 35 evolution 191106(CRP). generate PCs for later PC space tuning
007 at 219 PM
evolution
35 (0,-0.5) 2 1, MU 5/5
looks responsive
23 completed generations, and looks fairly asymptoted
it's 138 minutes and I don't think he'll give us much more.
completed",Beto64chan-06112019-007,191106_Beto_generate_parallel(1),35.0,,2.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191106b\backup_11_06_2019_14_17_35
,Manifold,16.0,,"Derived from PCs of Ch 36 evolution 191107(CRP). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
006 at 106 PM
selectivity
36 (-0.3,-1.0) 1.5, 1, MU 5/5
completed after 5 reps
completed",Beto64chan-07112019-006,191107_Beto_selectivity_basic,36.0,,1.5,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191107a-selectivity
,Manifold,16.0,,"CMA Evolution of Ch 36 evolution 191107(CRP). generate PCs for later PC space tuning
004 at 1230 PM
36 (-0.3,-1.0) 1.5, 1, MU 5/5
Seems pretty visually responsive to the synthetic textures, even from the outset
ok will stop at 30 completed blocks
completed",Beto64chan-07112019-004,191107_Beto_generate_parallel,36.0,,1.5,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191107a\backup_11_07_2019_12_29_28
,Manifold,17.0,,"Derived from PCs of Ch 34 evolution 191107(CRP). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
012 at 219 PM
manifold selectivity
34 (-0.2,-0.4) 1.5 1, MU 3/5 
completed 2 reps already, going for more
increased reward to 180 + acq reward
300 cc so far
229 PM
this channel shows some pasupathies that contain something in its preferred stimulus!
completed",Beto64chan-07112019-012,191107_Beto_selectivity_basic(1),34.0,,1.5,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191107b-selectivity
,Manifold,17.0,,"CMA Evolution of Ch 34 evolution 191107(CRP). generate PCs for later PC space tuning
010 at 150 PM
evolution
34 (-0.2,-0.4) 1.5 1, MU 3/5 
fairly visually responsive
performance at 77%
202 PM currently at 21 blocks completed",Beto64chan-07112019-010,191107_Beto_generate_parallel(2),34.0,,1.5,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191107b\backup_11_07_2019_13_50_18
,Manifold,18.0,,"Derived from PCs of Ch 37 evolution 191108(CRP). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
004 at 1109 
selectivity over manifold
37 (0,-1) 1.5 1, MU 4/5 hash
completed",Beto64chan-08112019-004,191108_Beto_selectivity_basic,37.0,,1.5,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191108a-selectivity
,Manifold,18.0,,"CMA Evolution of Ch 37 evolution 191108(CRP). generate PCs for later PC space tuning
003 at 10:30 AM
evolution
37 (0,-1) 1.5 1, MU 4/5 hash
weakly visually responsive, but sure
hash goes nice and quiet when he naps
10 minutes in, 63% participation
completed",Beto64chan-08112019-003,191108_Beto_generate_parallel,37.0,,1.5,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191108a\backup_11_08_2019_10_05_21
,Manifold,19.0,,"Derived from PCs of Ch 49 (V4) evolution 191111(BXW). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
006  13:28  Manifold 
norm 359
49 [-4.3 -5.5] 3 1
Performance at around 70% 
17 mins 
Just got around 110mL. Still have time for more work
completed",Beto64chan-11112019-006,191111_Beto_selectivity_basic(1),49.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191111a-selectivity
,Manifold,19.0,,"CMA Evolution of Ch 49 (V4) evolution 191111(BXW). generate PCs for later PC space tuning
003 starts 12:38 PM 
49 (-4.4,-5.4) 3 1, quite single unit 
responsive and nice PSTH
going up at gen 5 ! Good 
Saturated?! All white in the field?
Gradually going up again at around gen 15! 
Meandering between 25-30 gen 
The increased firing rate is majorly on the initial response. 
However starting from 30 gen it's climbing up again. 
Seems more and more later time bin activity is recruited !! A dual peak activity???
30 gen it's 
35 gen it starts going up again. And the peak become wider, and much more sustained! 
Even at 40 it can still go up! 
Seems saturated around ~50. 
Really the response get much more sustained at later phase of the exp. (Stimuli driven? What changed?
Or just inner state?)
completed",Beto64chan-11112019-003,191111_Beto_generate_parallel,49.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191111a\backup_11_11_2019_12_36_58
,Manifold,20.0,,"Derived from PCs of Ch 60 (V4) evolution 191111(BXW). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
011 at 224 PM
manifold for 
60 (-2.3,-3) 3 1
he's complaining and moving…has had around 250 cc
completed",Beto64chan-11112019-011,191111_Beto_selectivity_basic(2),60.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191111b-selectivity
,Manifold,20.0,,"CMA Evolution of Ch 60 (V4) evolution 191111(BXW). generate PCs for later PC space tuning
010 generate_parallel at 14:05
chan 60 [-2.3, -3] 3 deg multiunit-4/5
There is an obvious off response from gratings. 
And the on response to evolved and gratings are largely similar. 
Going up at gen 5 
Getting more and more sustained in later generations.
completed",Beto64chan-11112019-010,191111_Beto_generate_parallel(1),60.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191111b\backup_11_11_2019_14_04_49
,Manifold,21.0,,"Derived from PCs of Ch 56 (V4) evolution 191112(CRP). 121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
004 at 102 pm ish
manifold
ch 56 (-3,-2.4) 3
completed",Beto64chan-12112019-004,191112_Beto_selectivity_basic,56.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191112a-selectivity
,Manifold,21.0,,"CMA Evolution of Ch 56 (V4) evolution 191112(CRP). generate PCs for later PC space tuning
002 at 1206 PM
evolution
56 (-3,-2.4) 3 1, Hash 4/5
1218 PM, sleeping  a lot, 61% performance. Maybe a one evolution day
really late taking off, but there it is",Beto64chan-12112019-002,191112_Beto_generate_parallel,56.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191112a\backup_11_12_2019_12_05_57
,Manifold,22.0,,"Derived from PCs of Ch 54 (V4) evolution 191113(BXW). [-4.8 -6.3] 3  121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
006 Selective Basic starts 12:39
Norm 348
colorful images are generated
completed",Beto64chan-13112019-006,191113_Beto_selectivity_basic,54.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191113a-selectivity
,Manifold,22.0,,"RFMapping Heatmap of Ch 54 (V4) evolution 191113(BXW). chan 54 [-4.8 -6.3] -1.5:0.5:1.5
005 RF mapping 
chan 54 [-4.8 -6.3] -1.5:0.5:1.5  
3 size image
actually right down! Black whit part
completed",Beto64chan-13112019-005,191113_Beto_rfMapper_basic(2),54.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-06-RF-mapping\2019-11-13-Beto-chan54
,Manifold,22.0,,"CMA Evolution of Ch 54 (V4) evolution 191113(BXW). [-4.8 -6.3] 3  generate PCs for later PC space tuning
004 generate parallel starts 11:54
chan 54 [-4.8 -6.3] 3 deg 
Definitely visually responsive ~100 rate. 
 evoke more sustained response, synthesized evoke more initial response. Very different time course from pasupathy and the synthesized images. 
PSTH not changing much till 5 gen. 
The off response get changed a little bit. 
At gen 10, it starts to add up a bit. 
The dynamics starts to change! From more transient resonse to more delayed sustained response. 
Evolution is not super successful . 
Starts to go up after 15 gen. 
More and more sustained response is evoked by the later generation evoked images! Feedback recurrent thing?
Become very sustained at around 30 gens ! (first peak doesn't change much! But the later activity is recruited. )
22 min 35 gens
Got a super contrast black white image! 
~40 gens! Still meandering 
completed",Beto64chan-13112019-004,191113_Beto_generate_parallel(2),54.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191113a\backup_11_13_2019_11_54_12
,Manifold,23.0,,"Derived from PCs of Ch 58 MU (V4) evolution 191113(BXW). [-3 -4] 3  121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
012 selectivity  starts 13:55
MU 58 [-3 -4 ] 3 deg 
Norm 308 
Goes to 30mL 
Consume 380 mL today!! 
Completed",Beto64chan-13112019-012,191113_Beto_selectivity_basic(1),58.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191113b-selectivity
,Manifold,23.0,,"RFMapping Heatmap of Ch 58 (V4) evolution 191113(BXW). chan MU 58 [-3 -4] 3 deg -1.5:0.5:1.5
011 rf mapping 
MU 58 [-3 -4] 3 deg
Localize to top left of the image. 
So it's some white thing ? No? 
Completed",Beto64chan-13112019-011,191113_Beto_rfMapper_basic(6),58.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-06-RF-mapping\2019-11-13-Beto-chan58
,Manifold,23.0,,"CMA Evolution of Ch 58 MU (V4) evolution 191113(BXW). [-3 -4] 3  generate PCs for later PC space tuning
010 generate parallel start 13:22
MU 58 [-3 -4] 3 deg 
Responsive visually!! 
(gets to 200mL)
Both Gabor and synthesisze shows similar time course. 
Starts climbing up at around 5 gens 
Activity during 100-150 ms gets recruited more and more! 
The synthesized become much more sustained and longer than the gabors around 8 gen. 
Also got a quite Dark and White image thing! 
Maybe plateaued ~16 
Bumping up the reward around 17gen. Starts working again. 
Gets quite saturated at 25gens. 
Going up again! At around 27 gen
Gets super sustained! Going up quite a bit.  
completed",Beto64chan-13112019-010,191113_Beto_generate_parallel(3),58.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191113b\backup_11_13_2019_13_22_16
,Manifold,24.0,,"Derived from PCs of Ch 50 (V4) evolution 191114(CRP). ch 50 (-5,-6) 3 -degrees  121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
007 at 118 PM
selectivity - manifold
ch 50 (-5,-6) 3 -degrees
surprisingly, the pasupathy shapes are just as effective here! She'll be happy
Completed",Beto64chan-14112019-007,191114_Beto_selectivity_basic,50.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191114a-selectivity
,Manifold,24.0,,"RFMapping Heatmap of Ch 50 (V4) evolution 191114(CRP). chan MU ch 50 (-5,-6) -1.5:0.5:1.5
006 at 111 PM
rf mapping - heatmap
ch 50 (-5,-6) -1.5:0.5:1.5
Completed",Beto64chan-14112019-006,191114_Beto_rfMapper_basic(4),50.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-06-RF-mapping\2019-11-14-Beto
,Manifold,24.0,,"CMA Evolution of Ch 50 (V4) evolution 191114(CRP). ch 50 (-5,-6) 3 -degrees  generate PCs for later PC space tuning
004 at 1226
evolution
50 (-5,-6) 3 1, MU 3.5/5
climbing very slowly. He's not working great - 60% participation
late spike, at around generation 45",Beto64chan-14112019-004,191114_Beto_generate_parallel,50.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191114a\backup_11_14_2019_12_25_14
,,24.0,,"CMA Evolution of Ch 57 (V4) evolution 191114(CRP). ch 57 (-3,-6) 3 1, SU 2/5 generate PCs for later PC space tuning (this exp failed to pair with Manifold)
009 at 151 PM
Evolution
ch 57 (-3,-6) 3 1, SU 2/5, very visually responsive
it's evolving, but the monkey appears to want to finish now
should try this again tomorrow to complete manifold. Actually, might want to start this evolution tomorrow using the current genotypes, or something from generation 20
Completed",Beto64chan-14112019-009,191114_Beto_generate_parallel(1),57.0,,3.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191114b\backup_11_14_2019_13_50_18
,Manifold,25.0,,"Derived from PCs of Ch 57 (V4) evolution 191115(CRP). ch 57 (-3,-4) 4 -degrees  121 images from PC23 space, add the pasupathy images to it. white background 4 rotations.
005 at 157 PM
manifold selectivity 
56 (-3,-4) 4-deg (????? Is it 57 or 56)
Norm 424
Completed",Beto64chan-15112019-005,191115_Beto_selectivity_basic,57.0,,4.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-Manifold\beto-191115a-selectivity
,Manifold,25.0,,"RFMapping Heatmap of Ch 57 (V4) evolution 191115(CRP). ch  57 (-3,-4) 4-deg, grid -2:0.5:2
004 at 146 PM
heatmap
57 (-3,-4) 4-deg, grid -2:0.5:2
42%, wants to look at it
eye recalibration. Maybe an offset?",Beto64chan-15112019-004,191115_Beto_rfMapper_basic(1),57.0,,4.0,\\storage1.ris.wustl.edu\crponce\Active\Stimuli\2019-06-RF-mapping\2019-11-15-Beto-chan57
